id,name,status,lastVerified,brand,street,locality,state,zip,citySlug,cityName,lat,lng,modalities,access,dropIn,dayPass,membershipMo,priceFrom,plungeF_low,plungeF_high,saunaF_low,saunaF_high,hours,website,bookingUrl,phone,url
"garden-sauna-denver-co","Garden Sauna","community","2026-08-15",,"1407 N Ogden St","Denver","CO","80218","denver-co","Denver","39.73857","-104.975374","cold_plunge|traditional_sauna","communal",,,"139","",,,,,"Sunday 9 AM to 9 PM; Monday 4 PM to 9 PM; Tuesday 7 AM to 1 PM and 3 PM to 9 PM; Wednesday and Thursday 4 PM to 9 PM; Friday 7 AM to 1 PM and 3 PM to 9 PM; Saturday 9 AM to 9 PM. The last session begins an hour before close.","https://www.gardensaunadenver.com/",,"+1-720-418-0448","https://findsaunaplunge.com/venue/garden-sauna-denver-co/"
"restore-hyper-wellness-cherry-hills-denver-co","Restore Hyper Wellness — Cherry Hills","community","2026-08-15","restore-hyper-wellness","5046 E Hampden Ave, Ste 10","Denver","CO","80222","denver-co","Denver","39.652991","-104.928619","infrared_sauna|cryotherapy|red_light|compression","unpublished","45",,"190","",,,,,"Monday to Thursday 10 AM to 7 PM; Friday 10 AM to 6 PM; Saturday 10 AM to 4 PM; Sunday 11 AM to 4 PM","https://www.restore.com/locations/co-denver-cherry-hills-co033",,"+1-720-704-6115","https://findsaunaplunge.com/venue/restore-hyper-wellness-cherry-hills-denver-co/"
"rok-spas-denver-co","ROK SPAS","community","2026-08-15",,"2025 17th St","Denver","CO","80202","denver-co","Denver","39.755583","-105.002551","cold_plunge|traditional_sauna|steam_room","communal",,,,"","37","55","194","194","Mon–Sun 8:00am–9:00pm","https://rokspas.com/",,"+1-720-769-0838","https://findsaunaplunge.com/venue/rok-spas-denver-co/"
"perspire-sauna-studio-cherry-hills-denver-co","Perspire Sauna Studio — Cherry Hills","community","2026-08-16",,"2450 South University Boulevard STE D1","Denver","CO","80210","denver-co","Denver","39.672102","-104.959313","infrared_sauna","private_suite","50",,"99","",,,,,"Mon-Thu 7:00 AM-9:00 PM; Fri 7:00 AM-8:00 PM; Sat-Sun 8:00 AM-6:00 PM","https://www.perspiresaunastudio.com/locations/cherry-hills",,"+1-720-605-0774","https://findsaunaplunge.com/venue/perspire-sauna-studio-cherry-hills-denver-co/"
"portal-boulder-co","PORTAL° Boulder","community","2026-08-16",,"4949 Broadway, #113","Boulder","CO","80304","denver-co","Denver","40.064324","-105.28216","cold_plunge|traditional_sauna","communal",,,"99","",,,,,"Sun 10 AM-10 PM; Mon-Fri 4 PM-10 PM; Sat 10 AM-10 PM","https://www.portalthermaculture.com/boulder",,"+1-303-594-0085","https://findsaunaplunge.com/venue/portal-boulder-co/"
"third-space-co-boulder-co","Third Space & Co","community","2026-08-16",,"2480 49th St, Unit E","Boulder","CO","80301","denver-co","Denver","40.023526","-105.238315","cold_plunge|traditional_sauna","mixed","30",,"125","","38","70","165","230",,"https://www.thirdspaceand.co/",,,"https://findsaunaplunge.com/venue/third-space-co-boulder-co/"
"hotworx-denver-lohi-co","HOTWORX - Denver (LoHi)","community","2026-08-16",,"2420 17th St","Denver","CO","80202","denver-co","Denver","39.758391","-105.007059","infrared_sauna","unpublished",,,,"",,,,,"24/7 member access; staffed Mon-Thu 11am-8pm, Fri 9am-6pm, Sat 9am-2pm","https://www.hotworx.net/studio/denver-lohi",,"+1-720-464-5005","https://findsaunaplunge.com/venue/hotworx-denver-lohi-co/"
"hotworx-centennial-co","HOTWORX - Centennial","community","2026-08-16",,"9619 E. County Line Rd., Unit C","Centennial","CO","80112","denver-co","Denver","39.566086","-104.876928","infrared_sauna","unpublished",,,,"",,,,,"24/7 member access; staffed Mon-Thu 11am-8pm, Fri 9am-6pm, Sat 9am-2pm","https://www.hotworx.net/studio/centennial",,"+1-720-844-3888","https://findsaunaplunge.com/venue/hotworx-centennial-co/"
"the-sanctuary-skin-sanctum-denver-co","The Sanctuary at The Skin Sanctum","community","2026-08-16",,"2048 Larimer St. Ste #200","Denver","CO","80205","denver-co","Denver","39.753363","-104.991946","infrared_sauna|cold_plunge","private_suite",,,,"",,,,,,"https://theskinsanctum.com/pages/the-sanctuary",,"+1-720-960-0008","https://findsaunaplunge.com/venue/the-sanctuary-skin-sanctum-denver-co/"
"symmetry-360-massage-highlands-denver-co","Symmetry 360 Massage — Highlands","community","2026-08-16",,"2416 W 32nd Ave","Denver","CO","80211","denver-co","Denver","39.761963","-105.016263","infrared_sauna|cold_plunge","private_suite","25",,,"",,,"100","130",,"https://www.symmetrymassagedenver.com/services/sauna",,"+1-720-524-3431","https://findsaunaplunge.com/venue/symmetry-360-massage-highlands-denver-co/"
"icryo-westminster-co","iCRYO — Westminster","community","2026-08-16",,"14613 Orchard Pkwy #200","Westminster","CO","80023","denver-co","Denver","39.961527","-104.993717","cryotherapy|infrared_sauna|red_light|compression","unpublished","25",,,"",,,,,,"https://westminster.icryo.life/",,"+1-720-222-0224","https://findsaunaplunge.com/venue/icryo-westminster-co/"
"the-cove-sauna-and-cold-plunge-denver-co","The Cove Sauna and Cold Plunge","community","2026-08-16",,"1361 S Broadway","Denver","CO","80210","denver-co","Denver","39.691896","-104.98755","infrared_sauna|cold_plunge|red_light","communal","24",,"69","",,,,,"Daily 12PM-9PM, closed Tuesday","https://thecovesauna.com/",,"+1-720-465-1636","https://findsaunaplunge.com/venue/the-cove-sauna-and-cold-plunge-denver-co/"
"sway-wellness-spa-larimer-denver-co","Sway Wellness Spa · Larimer","community","2026-08-16",,"1428 Larimer St.","Denver","CO","80202","denver-co","Denver","39.747577","-104.999408","cold_plunge|traditional_sauna|red_light|compression","communal","49",,"99","",,,,,"Mon-Fri 10:00 AM-8:00 PM; Sat 9:00 AM-6:00 PM; Sun 11:00 AM-6:00 PM","https://swaywellnessspa.com/locations/denver-larimer",,"+1-303-476-6150","https://findsaunaplunge.com/venue/sway-wellness-spa-larimer-denver-co/"
"sway-wellness-spa-central-park-aurora-co","Sway Wellness Spa · Central Park","community","2026-08-16",,"2271 Clinton St.","Aurora","CO","80010","denver-co","Denver","39.750544","-104.877645","cold_plunge|traditional_sauna|infrared_sauna|compression","communal","49",,"129","",,,,,,"https://swaywellnessspa.com/locations/denver-central-park/",,"+1-303-293-5501","https://findsaunaplunge.com/venue/sway-wellness-spa-central-park-aurora-co/"
"traverse-fitness-south-broadway-denver-co","Traverse Fitness — South Broadway","community","2026-08-16",,"2449 S. Broadway","Denver","CO","80210","denver-co","Denver","39.672204","-104.987656","traditional_sauna|cold_plunge","communal",,,,"","40","55","190","190","Mon-Thu 5:00 AM-7:00 PM; Fri 5:00 AM-2:00 PM; Sat-Sun 7:00 AM-12:00 PM","https://traversefitness.com/south-broadway",,"+1-303-733-0303","https://findsaunaplunge.com/venue/traverse-fitness-south-broadway-denver-co/"
"simply-sauna-lakewood-co","Simply Sauna","community","2026-08-24",,"1360 S. Wadsworth Blvd. Suite 106b","Lakewood","CO","80232","denver-co","Denver","39.692184","-105.081481","infrared_sauna","unpublished","45",,,"",,,,,"Mon-Fri 4:30PM-9:00PM; Sat-Sun 9:00AM-1:00PM","https://www.simplysauna.net/",,"+1-303-942-0943","https://findsaunaplunge.com/venue/simply-sauna-lakewood-co/"
"bare-necessities-fire-ice-arvada-co","Bare Necessities Floating & Massage — Fire & Ice","community","2026-08-16",,"6872 Wadsworth Blvd. Unit B","Arvada","CO","80003","denver-co","Denver","39.822721","-105.081338","infrared_sauna|cold_plunge","private_suite","40",,,"",,,,,,"https://www.barenecessitiesfloatmassage.com/about-3",,"+1-303-999-1920","https://findsaunaplunge.com/venue/bare-necessities-fire-ice-arvada-co/"
"reset-mind-body-lohi-denver-co","RESET Mind & Body — LoHi","community","2026-08-16",,"3106 Zuni St","Denver","CO","80211","denver-co","Denver","39.760905","-105.015758","infrared_sauna|cold_plunge|compression|red_light","unpublished",,,,"",,,,,"Mon-Fri 6AM-1PM & 3PM-8PM; Sat-Sun 9AM-4PM","https://resetmindbody.com/locations/lohi-co/",,"+1-720-780-9538","https://findsaunaplunge.com/venue/reset-mind-body-lohi-denver-co/"
"hooga-house-golden-co","Hooga House","community","2026-08-16",,"16305 S Golden Rd Unit C","Golden","CO","80401","denver-co","Denver","39.735138","-105.183241","traditional_sauna|cold_plunge","communal",,,,"","40","50",,,"Mon-Fri 7:00am-10:00am & 1:00pm-9:00pm; Sat-Sun 7:00am-7:00pm","https://www.hoogahouse.co/",,"+1-720-213-6526","https://findsaunaplunge.com/venue/hooga-house-golden-co/"
"life-time-centennial-denver-co","Life Time Centennial","brand_import","2026-08-26","life-time","5000 E Dry Creek Rd","Centennial","CO","80122","denver-co","Denver","39.57814874","-104.9289682","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 4:00am–12:00am, Sat–Sun 5:00am–11:00pm","https://www.lifetime.life/locations/co/centennial/amenities.html",,"+1-720-489-1400","https://findsaunaplunge.com/venue/life-time-centennial-denver-co/"
"life-time-denver-west-denver-co","Life Time Denver West","brand_import","2026-08-26","life-time","3501 Clear Creek Drive","Wheat Ridge","CO","80401","denver-co","Denver","39.76625472","-105.1466155","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 4:00am–11:00pm, Sat–Sun 5:00am–10:00pm","https://www.lifetime.life/locations/co/denver-west/amenities.html",,"+1-303-357-7900","https://findsaunaplunge.com/venue/life-time-denver-west-denver-co/"
"life-time-parker-aurora-denver-co","Life Time Parker-Aurora","brand_import","2026-08-26","life-time","9250 Crown Crest Blvd","Parker","CO","80138","denver-co","Denver","39.55209958","-104.7701552","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 4:00am–12:00am, Sat–Sun 5:00am–11:00pm","https://www.lifetime.life/locations/co/parker-aurora/amenities.html",,"+1-720-842-0800","https://findsaunaplunge.com/venue/life-time-parker-aurora-denver-co/"
"life-time-westminster-denver-co","Life Time Westminster","brand_import","2026-08-26","life-time","397 W 148th Ave","Westminster","CO","80023","denver-co","Denver","39.96525454","-104.9908991","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 4:00am–12:00am, Sat–Sun 5:00am–11:00pm","https://www.lifetime.life/locations/co/westminster/amenities.html",,"+1-303-429-8000","https://findsaunaplunge.com/venue/life-time-westminster-denver-co/"
"city-cave-float-wellness-spa-near-southside-fort-worth-tx","City Cave Float & Wellness Spa — Near Southside","community","2026-08-01",,"465 S Main Street Suite 100","Fort Worth","TX","76104","fort-worth-tx","Fort Worth","32.739339","-97.325721","infrared_sauna|float","private_suite","49",,,"",,,,,"Mon 11:00am–9:00pm, Tue Closed, Wed–Fri 11:00am–9:00pm, Sat–Sun 10:00am–9:00pm","https://www.citycave.com/nearsouthside","https://citycave.mytime.com/express_checkout/785/1608","+1-817-928-4717","https://findsaunaplunge.com/venue/city-cave-float-wellness-spa-near-southside-fort-worth-tx/"
"fort-worth-float-company-fort-worth-tx","Fort Worth Float Company","community","2026-08-24",,"5934 River Oaks Boulevard","Fort Worth","TX","76114","fort-worth-tx","Fort Worth","32.76591","-97.408217","float|infrared_sauna|cold_plunge","private_suite","20",,"129","",,,,,,"https://www.fortworthfloatcompany.com/","https://fortworthfloatco.floathelm.com/booking","+1-682-360-3964","https://findsaunaplunge.com/venue/fort-worth-float-company-fort-worth-tx/"
"infrared-mind-body-fort-worth-fort-worth-tx","Infrared Mind + Body — Fort Worth","community","2026-08-01",,"3062 Texas Sage Trail","Fort Worth","TX","76177","fort-worth-tx","Fort Worth","32.91221","-97.312527","infrared_sauna|red_light","private_suite","29",,"20","",,,"135","149","Mon–Fri 10:00am–7:00pm, Sat 9:00am–4:00pm, Sun 12:00pm–4:00pm","https://infraredmindbody.com/",,"+1-817-750-4622","https://findsaunaplunge.com/venue/infrared-mind-body-fort-worth-fort-worth-tx/"
"perspire-sauna-studio-fw-waterside-fort-worth-tx","Perspire Sauna Studio — FW Waterside","community","2026-08-01","perspire-sauna-studio","3700 Vision Drive Ste 112","Fort Worth","TX","76109","fort-worth-tx","Fort Worth","32.700941","-97.412914","infrared_sauna|red_light","private_suite","50",,"99","",,,,,"Mon–Fri 7:00am–8:00pm, Sat–Sun 8:00am–6:00pm","https://www.perspiresaunastudio.com/locations/fw-waterside",,"+1-817-810-0542","https://findsaunaplunge.com/venue/perspire-sauna-studio-fw-waterside-fort-worth-tx/"
"restore-revive-wellness-center-fort-worth-tx","Restore + Revive Wellness Center","community","2026-08-15",,"4927 Byers Avenue","Fort Worth","TX","76107","fort-worth-tx","Fort Worth","32.738573","-97.39367","cold_plunge|infrared_sauna|red_light|pemf","unpublished","25",,"149","","47","49",,,"Mon–Wed 9:00am–5:00pm, Thu 9:00am–7:00pm, Sun Closed. Fri–Sat not listed: the venue’s own pages disagree.","https://www.restoreandrevivefw.com/","https://www.restoreandrevivefw.com/book-now","+1-817-720-6220","https://findsaunaplunge.com/venue/restore-revive-wellness-center-fort-worth-tx/"
"restore-hyper-wellness-colleyville-fort-worth-tx","Restore Hyper Wellness — Colleyville","community","2026-08-01","restore-hyper-wellness","4709 Colleyville Blvd, Suite 600","Colleyville","TX","76034","fort-worth-tx","Fort Worth","32.879016","-97.157675","infrared_sauna|cryotherapy|red_light|compression","unpublished","45",,"190","",,,,,"Mon–Fri 10:00am–7:00pm, Sat 9:00am–5:00pm, Sun 12:00pm–5:00pm","https://www.restore.com/locations/tx-colleyville-tx095","https://booking.restore.com/book","+1-817-576-4372","https://findsaunaplunge.com/venue/restore-hyper-wellness-colleyville-fort-worth-tx/"
"swthz-camp-bowie-fort-worth-tx","SWTHZ Camp Bowie","community","2026-07-28","sweathouz","6252 Camp Bowie Blvd","Fort Worth","TX","76116","fort-worth-tx","Fort Worth","32.726654","-97.420813","cold_plunge|infrared_sauna|red_light","private_suite",,,,"",,,,,,"https://sweathouz.com/camp-bowie-book-now/",,"+1-817-730-6788","https://findsaunaplunge.com/venue/swthz-camp-bowie-fort-worth-tx/"
"body-haxx-cryo-hurst-fort-worth-tx","Body Haxx Cryo","community","2026-08-15",,"603 W Harwood Rd","Hurst","TX","76054","fort-worth-tx","Fort Worth","32.847034","-97.179271","red_light|cryotherapy|infrared_sauna|compression","unpublished","65",,"219","",,,,,"Mon-Fri: 10am-7pm, Sat: 10am-5pm, Sunday: Closed","https://bodyhaxxcryo.com/","https://bodyhaxxcryo.com/book-now/","+1-817-646-9758","https://findsaunaplunge.com/venue/body-haxx-cryo-hurst-fort-worth-tx/"
"icryo-west-7th-fort-worth-tx","iCRYO Fort Worth (West 7th)","community","2026-08-15","icryo","628 Harrold Street Suite 116","Fort Worth","TX","76107","fort-worth-tx","Fort Worth","32.752612","-97.34901","red_light|cryotherapy|infrared_sauna|compression","unpublished",,,,"",,,,,"Monday - Friday: 8am - 8pm, Saturday & Sunday: 10am - 4pm","https://icryo.com/location/fort-worth-tx-west-7th/","https://icryo.zenoti.com/webstoreNew/services/9f0e09fa-8e2a-4a5c-8aa6-424c5e4370a4","+1-817-386-4451","https://findsaunaplunge.com/venue/icryo-west-7th-fort-worth-tx/"
"sound-waves-wellness-fort-worth-tx","Sound Waves Wellness","community","2026-08-15",,"4524 Boat Club Rd Ste 154","Fort Worth","TX","76135","fort-worth-tx","Fort Worth","32.822251","-97.419934","red_light|infrared_sauna","unpublished","39",,"179","",,,,,,"https://www.soundwaveswellness.com/",,"+1-817-420-4828","https://findsaunaplunge.com/venue/sound-waves-wellness-fort-worth-tx/"
"rr-aesthetics-wellness-fort-worth-tx","R&R Aesthetics & Wellness","community","2026-08-15",,"6440 Rendon Bloodworth Rd.","Fort Worth","TX","76140","fort-worth-tx","Fort Worth","32.576306","-97.222779","red_light|cold_plunge|infrared_sauna|compression|pemf","unpublished",,,,"",,,,,,"https://rrawellness.com/","https://book.prospyrmed.com/79f4d9ab-0756-453d-a643-22de9f3b6d2b/select-service?workspaceId=07da305b-ecef-429d-bc8c-f094038ca6dd&locationId=f4307430-0864-479e-b94f-06d4584afd20&categoryId=98e88138-ec88-4bcb-9778-9f90f51c3f1a","+1-817-662-2550","https://findsaunaplunge.com/venue/rr-aesthetics-wellness-fort-worth-tx/"
"fort-worth-concierge-plus-fort-worth-tx","Fort Worth Concierge Plus (Game On Wellness)","community","2026-08-15",,"2600 Alemeda St. #202","Fort Worth","TX","76108","fort-worth-tx","Fort Worth","32.736685","-97.483515","red_light|cryotherapy","unpublished",,,,"",,,,,,"https://www.fwcplus.com/","https://fwcplus.janeapp.com","+1-817-727-2002","https://findsaunaplunge.com/venue/fort-worth-concierge-plus-fort-worth-tx/"
"restore-hyper-wellness-southlake-fort-worth-tx","Restore Hyper Wellness — Southlake","community","2026-08-15","restore-hyper-wellness","2600 E Southlake Blvd, Suite 150","Southlake","TX","76092","fort-worth-tx","Fort Worth","32.94051","-97.114685","red_light|cryotherapy|infrared_sauna|compression","unpublished",,,"190","",,,,,"Monday-Friday: 10AM-7PM, Saturday: 9AM-5PM, Sunday: 12PM-5PM","https://www.restore.com/locations/tx-southlake-tx019","https://booking.restore.com/book","+1-817-912-1550","https://findsaunaplunge.com/venue/restore-hyper-wellness-southlake-fort-worth-tx/"
"life-time-colleyville-fort-worth-tx","Life Time Colleyville","brand_import","2026-08-26","life-time","1221 Church St","Colleyville","TX","76034","fort-worth-tx","Fort Worth","32.886868","-97.149014","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 4:00am–12:00am, Sat–Sun 5:00am–11:00pm","https://www.lifetime.life/locations/tx/colleyville/amenities.html",,"+1-817-581-4000","https://findsaunaplunge.com/venue/life-time-colleyville-fort-worth-tx/"
"life-time-mansfield-fort-worth-tx","Life Time Mansfield","brand_import","2026-08-26","life-time","1551 E Debbie Ln","Mansfield","TX","76063","fort-worth-tx","Fort Worth","32.60831626","-97.11392274","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 4:00am–12:00am, Sat–Sun 5:00am–11:00pm","https://www.lifetime.life/locations/tx/mansfield/amenities.html",,"+1-682-518-7766","https://findsaunaplunge.com/venue/life-time-mansfield-fort-worth-tx/"
"life-time-westlake-fort-worth-tx","Life Time Westlake","brand_import","2026-08-26","life-time","2902 Sam School Road","Westlake","TX","76262","fort-worth-tx","Fort Worth","32.9785689","-97.17159462","cold_plunge|steam_room|traditional_sauna|infrared_sauna","communal",,,,"",,,,,"Mon–Fri 4:00am–12:00am, Sat–Sun 5:00am–11:00pm","https://www.lifetime.life/locations/tx/westlake/amenities.html",,"+1-817-693-6500","https://findsaunaplunge.com/venue/life-time-westlake-fort-worth-tx/"
"fire-and-ice-at-calisthenics-club-houston-houston-tx","Fire and Ice at Calisthenics Club Houston","community","2026-08-06",,"1118 Montrose Blvd","Houston","TX","77019","houston-tx","Houston","29.756651","-95.392329","cold_plunge|traditional_sauna","communal",,,,"",,,,,,"https://calisthenicsclubhouston.com/fire-and-ice-cold-plunge-sauna/","https://cchtx.gymmasteronline.com/portal/signup/details/87ac0b5a6ca9c34077a53409bed74fb0?companyid=2","+1-713-912-1002","https://findsaunaplunge.com/venue/fire-and-ice-at-calisthenics-club-houston-houston-tx/"
"hormesis-houston-tx","Hormesis","community","2026-08-15",,"8650 N Sam Houston Pkwy E, Suite 160B","Humble","TX","77396","houston-tx","Houston","29.935618","-95.260534","cold_plunge|infrared_sauna|red_light","private_suite","45",,,"",,,,,,"https://myhormesis.com/","https://hormesis.floathelm.com/booking","+1-866-467-6374","https://findsaunaplunge.com/venue/hormesis-houston-tx/"
"loyly-sauna-lounge-houston-tx","Löyly Sauna Lounge","community","2026-08-15",,"1210 West Clay Street, Suite 18","Houston","TX","77019","houston-tx","Houston","29.755483","-95.394602","cold_plunge|infrared_sauna","communal",,,"149","","41","49",,,,"https://www.loylysaunalounge.com/","https://momence.com/u/l%C3%B6yly-sauna-lounge-KLrUoj","+1-713-533-2653","https://findsaunaplunge.com/venue/loyly-sauna-lounge-houston-tx/"
"perspire-sauna-studio-the-heights-houston-tx","Perspire Sauna Studio — The Heights","community","2026-08-15","perspire-sauna-studio","1111 Shepherd Drive, Suite 500","Houston","TX","77007","houston-tx","Houston","29.771372","-95.409583","infrared_sauna|red_light","private_suite","39",,"79","",,,,,"Mon–Fri 7:00am–9:00pm, Sat–Sun 8:00am–6:00pm","https://www.perspiresaunastudio.com/tx/the-heights/",,"+1-713-808-1184","https://findsaunaplunge.com/venue/perspire-sauna-studio-the-heights-houston-tx/"
"perspire-sauna-studio-the-woodlands-houston-tx","Perspire Sauna Studio — The Woodlands","community","2026-08-15","perspire-sauna-studio","10720 Kuykendahl Road, Suite C2","The Woodlands","TX","77381","houston-tx","Houston","30.179178","-95.535006","infrared_sauna|red_light","private_suite","60",,"129","",,,,,"Mon–Fri 7:00am–9:00pm, Sat–Sun 8:00am–8:00pm","https://www.perspiresaunastudio.com/tx/the-woodlands/",,"+1-832-303-3073","https://findsaunaplunge.com/venue/perspire-sauna-studio-the-woodlands-houston-tx/"
"huemn-vintage-park-houston-tx","Huemn — Vintage Park","community","2026-07-31","huemn","130 Vintage Park Blvd, Suite A","Houston","TX","77070","houston-tx","Houston","29.994672","-95.574415","cold_plunge|traditional_sauna","unpublished",,,,"",,,,,,"https://www.behuemn.com/contrast-therapy",,,"https://findsaunaplunge.com/venue/huemn-vintage-park-houston-tx/"
"huemn-mkt-heights-houston-tx","Huemn — M-K-T Heights","community","2026-07-31","huemn","600 N Shepherd Dr, Suite 160","Houston","TX","77007","houston-tx","Houston","29.78157","-95.409129","cold_plunge|traditional_sauna","unpublished",,,,"",,,,,,"https://www.behuemn.com/contrast-therapy",,,"https://findsaunaplunge.com/venue/huemn-mkt-heights-houston-tx/"
"albi-wellness-houston-tx","ALBI Wellness","community","2026-07-31",,"2202 West Alabama St, Suite C","Houston","TX","77098","houston-tx","Houston","29.738599","-95.413017","cold_plunge|infrared_sauna|red_light|compression","unpublished",,,,"",,,,,,"https://albiwellness.com/cold-plunge-1/",,,"https://findsaunaplunge.com/venue/albi-wellness-houston-tx/"
"gangnam-spa-houston-tx","Gangnam Spa","community","2026-08-16",,"4055 Highway 6 North","Houston","TX","77084","houston-tx","Houston","29.720699","-95.644106","traditional_sauna","unpublished",,"48",,"",,,,,"Daily 9:00am-10:00pm","https://gangnamspa.org/","https://gangnamspa.org/admission-and-gift-card","+1-281-859-9888","https://findsaunaplunge.com/venue/gangnam-spa-houston-tx/"
"spa-world-houston-katy-tx","Spa World Houston","community","2026-08-16",,"929 Westgreen Blvd","Katy","TX","77450","houston-tx","Houston","29.77338","-95.734459","traditional_sauna|infrared_sauna","unpublished",,"45",,"",,,,,"Daily 9:00am-10:00pm","https://spaworldhouston.com/","https://spaworldhouston.com/admission/","+1-346-978-6684","https://findsaunaplunge.com/venue/spa-world-houston-katy-tx/"
"sudor-sauna-studio-houston-tx","Sudor Sauna Studio","community","2026-08-16",,"3515 West Dallas Street, Suite 400","Houston","TX","77019","houston-tx","Houston","29.757147","-95.403856","infrared_sauna|cold_plunge","private_suite",,,,"",,,,,"Mon-Fri 6am-9pm; Sat-Sun 9am-6pm","https://www.sudorsauna.com/","https://www.sudorsauna.com/#book-now","+1-832-728-9554","https://findsaunaplunge.com/venue/sudor-sauna-studio-houston-tx/"
"restore-hyper-wellness-river-oaks-houston-tx","Restore Hyper Wellness - River Oaks","community","2026-08-16",,"1944 West Gray Street","Houston","TX","77019","houston-tx","Houston","29.753155","-95.405695","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,"170","",,,,,"Mon-Fri 10AM-7PM; Sat 9AM-6PM; Sun 10AM-6PM","https://www.restore.com/locations/tx-houston-river-oaks-tx007","https://www.restore.com/locations/tx-houston-river-oaks-tx007","+1-832-742-9695","https://findsaunaplunge.com/venue/restore-hyper-wellness-river-oaks-houston-tx/"
"restore-hyper-wellness-west-university-houston-tx","Restore Hyper Wellness - West University","community","2026-08-16",,"2715 Bissonnet St., Suite 140","Houston","TX","77005","houston-tx","Houston","29.725372","-95.420878","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,"190","",,,,,"Mon-Fri 9AM-7PM; Sat-Sun 9AM-5PM","https://www.restore.com/locations/tx-houston-west-university-tx012","https://www.restore.com/locations/tx-houston-west-university-tx012","+1-281-661-1957","https://findsaunaplunge.com/venue/restore-hyper-wellness-west-university-houston-tx/"
"hotworx-houston-heights-tx","HOTWORX - Houston (Heights)","community","2026-08-16",,"506 Yale Street","Houston","TX","77007","houston-tx","Houston","29.779789","-95.398697","infrared_sauna","unpublished",,,,"",,,,,"24/7 member access; staffed Mon-Thu 11am-8pm, Fri 9am-6pm, Sat 9am-2pm","https://www.hotworx.net/studio/houston-heights","https://www.hotworx.net/studio/houston-heights","+1-832-203-5483","https://findsaunaplunge.com/venue/hotworx-houston-heights-tx/"
"hotworx-houston-city-park-tx","HOTWORX - Houston (City Park)","community","2026-08-16",,"1416 W. Orem Dr.","Houston","TX","77047","houston-tx","Houston","29.627891","-95.390739","infrared_sauna","unpublished",,,,"",,,,,"24/7 member access; staffed Mon-Thu 11am-8pm, Fri 9am-6pm, Sat 9am-2pm","https://www.hotworx.net/studio/houston-citypark","https://www.hotworx.net/studio/houston-citypark","+1-832-219-0999","https://findsaunaplunge.com/venue/hotworx-houston-city-park-tx/"
"hotworx-houston-summerwood-tx","HOTWORX - Houston (Summerwood)","community","2026-08-16",,"12230 West Lake Houston Pkwy","Houston","TX","77044","houston-tx","Houston","29.923591","-95.203248","infrared_sauna","unpublished",,,,"",,,,,"24/7 member access; staffed Mon-Thu 11am-8pm, Fri 9am-6pm, Sat 9am-2pm","https://www.hotworx.net/studio/houston-summerwood","https://www.hotworx.net/studio/houston-summerwood","+1-281-205-8403","https://findsaunaplunge.com/venue/hotworx-houston-summerwood-tx/"
"hotworx-houston-energy-corridor-tx","HOTWORX - Houston (Energy Corridor)","community","2026-08-16",,"1140 Eldridge Parkway","Houston","TX","77077","houston-tx","Houston","29.767898","-95.623835","infrared_sauna","unpublished",,,,"",,,,,"24/7 member access; staffed Mon-Thu 11am-8pm, Fri 9am-6pm, Sat 9am-2pm","https://www.hotworx.net/studio/houston-energycorridor","https://www.hotworx.net/studio/houston-energycorridor","+1-832-529-1663","https://findsaunaplunge.com/venue/hotworx-houston-energy-corridor-tx/"
"oasis-moroccan-bath-houston-tx","Oasis Moroccan Bath","community","2026-08-16",,"3208 S. Shepherd Dr., Suite A","Houston","TX","77098","houston-tx","Houston","29.737542","-95.410749","steam_room","private_suite","199",,,"",,,,,,"https://oasismoroccanbath.com/","https://oasismoroccanbath.com/hammam-packages/","+1-832-390-0740","https://findsaunaplunge.com/venue/oasis-moroccan-bath-houston-tx/"
"arctic-healing-cryo-houston-tx","Arctic Healing Cryo","community","2026-08-16",,"6415 San Felipe St, Suite Q1","Houston","TX","77057","houston-tx","Houston","29.750075","-95.498049","cryotherapy|red_light","unpublished",,,,"",,,,,"Mon-Fri 10:00am-7:00pm; Sat 10:00am-3:00pm; Sun Closed","https://ahcryo.com/","https://ahcryo.com/","+1-713-568-4801","https://findsaunaplunge.com/venue/arctic-healing-cryo-houston-tx/"
"restore-hyper-wellness-sugar-land-tx","Restore Hyper Wellness - Sugar Land","community","2026-08-16",,"15890 Southwest Freeway, #200","Sugar Land","TX","77478","houston-tx","Houston","29.600571","-95.622611","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,"190","",,,,,"Mon-Thu 10AM-7PM; Fri-Sat 9AM-5PM; Sun 12PM-5PM","https://www.restore.com/locations/tx-sugar-land-tx004","https://www.restore.com/locations/tx-sugar-land-tx004","+1-281-201-8845","https://findsaunaplunge.com/venue/restore-hyper-wellness-sugar-land-tx/"
